In welcher burgenländischen Bezirksstelle sind Sie tätig? (q_10627563 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alle Zutreffende an.,,,,,,,,,,
v_173,v_173,int,Eisenstadt,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_174,v_174,int,Güssing,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_175,v_175,int,Jennersdorf,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_176,v_176,int,Mattersburg,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_177,v_177,int,Neusiedl am See,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_178,v_178,int,Oberpullendorf,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_179,v_179,int,Oberwart,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_180,v_180,int,an keiner burgenländischen Bezirksstelle,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Wie viele Jahre sind Sie schon (cirka) im Rettungswesen tätig? (q_10627670 - Typ 141),,,,,,,,,,
v_181,v_181,varchar,Jahre tätig,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Wie viele Stunden pro Monat arbeiten Sie durchschnittlich im Rettungswesen? (q_10627672 - Typ 141),,,,,,,,,,
v_182,v_182,varchar,Stunden tätig,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Haben Sie selbst bereits Erfahrung mit telemedizinischer Beratung bzw. Unterstützung gemacht? (q_10627720 - Typ 111),,,,,,,,,,
v_183,v_183,int,Erfahrung mit Telemedizin,,,,,,,
,,1,ja,,,,,,,
,,2,nein,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
6,Filter (PGID 5803070),,,,,,,,,
,,,,,,,,,,
Filter,(v_183 = '1'),,,,,,,,,
 ,v_183 Erfahrung mit Telemedizin,Haben Sie selbst bereits Erfahrung mit telemedizinischer Beratung bzw. Unterstützung gemacht? - Erfahrung mit Telemedizin,gleich,1,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
6.1,Standardseite (PGID 5803068),,,,,,,,,
,,,,,,,,,,
In welcher Form haben Sie diese telemedizinische Unterstützung in Anspruch genommen?  (q_10630281 - Typ 121),,,,,,,,,,
v_184,v_184,int,Audiotelefonie,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_185,v_185,int,Videotelefonie,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_186,v_186,int,"Datenübertragung (z.B. EKG, Ultraschall, Fotos)",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Wie hilfreich haben Sie diese telemedizinische Unterstützung wahrgenommen? (q_10630312 - Typ 311),,,,,,,,,,
v_190,v_190,int,,,,,,,,
,,1,sehr hilfreich,,,,,,,
,,2,eher hilfreich,,,,,,,
,,3,eher nicht hilfreich,,,,,,,
,,4,nicht hilfreich,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
7,Standardseite (PGID 5803095),,,,,,,,,
,,,,,,,,,,
"Könnten Sie sich vorstellen, im Rettungsdienst (Kranken- und Rettungstransportdienst) Telemedizin in Anspruch zu nehmen? (q_10630319 - Typ 311)",,,,,,,,,,
v_194,v_194,int,,,,,,,,
,,1,"ja, auf alle Fälle",,,,,,,
,,2,"ja, in gewissen Fällen",,,,,,,
,,3,"nein, eher nicht",,,,,,,
,,4,"nein, überhaupt nicht",,,,,,,
,,5,weiß nicht,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Haben Sie Bedenken gegen telemedizinische Beratung bzw. Unterstützung im Rettungsdienst? Welche Bedenken sind das? (q_10630336 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alles Zutreffende an.,,,,,,,,,,
v_202,v_202,int,Bedenken bezüglich Überwachung durch Vorgesetzte,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_203,v_203,int,Bedenken bezüglich Datenschutzes der Patient:innen,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_204,v_204,int,Bedenken bezüglich persönlicher Einschränkungen der Handlungskompetenz,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_205,v_205,int,Bedenken bezüglich technischer Komplexität,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_206,v_206,int,Bedenken bezüglich zeitlicher Verzögerungen,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_207,v_207,int,"andere Bedenken, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_208,v_208,varchar,"andere Bedenken, und zwar:",,,,,,,
v_209,v_209,int,gar keine Bedenken,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
"Haben Sie im Rettungsdienst bereits Situationen gehabt, in denen Sie sich telemedizinische Unterstützung gewünscht hätten? (q_10630346 - Typ 111)",,,,,,,,,,
v_210,v_210,int,Telemedizin gewünscht,,,,,,,
,,1,"Nein, ich habe noch nie Situationen erlebt, in denen ich mir telemedizinische Unterstützung gewünscht hätte.",,,,,,,
,,2,"Ja, ich habe Situationen erlebt, in denen ich mir telemedizinische Unterstützung gewünscht hätte. Und zwar:",,,,,,,
v_211,v_211,varchar,"Ja, ich habe Situationen erlebt, in denen ich mir telemedizinische Unterstützung gewünscht hätte. Und zwar:",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
8,Standardseite (PGID 5803121),,,,,,,,,
,,,,,,,,,,
Welche telemedizinische Unterstützung im Rettungswesen würden Sie sich wünschen?   (q_10630350 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alles Zutreffende an.,,,,,,,,,,
v_212,v_212,int,Unterstützung in der Diagnostik (z.B. EKG - Akutes Koronarsyndrom),,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_213,v_213,int,Unterstützung bei therapeutischen Maßnahmen (z.B. NKV - Medikamentengabe),,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_214,v_214,int,Unterstützung bei der Auswahl des Ziel-Krankenhauses (z.B. Stroke-Unit),,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_215,v_215,int,Entscheidung über Belassung vor Ort,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_217,v_217,int,Unterstützung bei:,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_218,v_218,varchar,Unterstützung bei:,,,,,,,
v_219,v_219,int,weiß nicht,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_300,v_300,int,Ich wünsche mir keine telemedizinische Unterstützung.,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
In welchen Situationen würden Sie sich telemedizinische Unterstützung wünschen?  (q_10630360 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alles Zutreffende an.,,,,,,,,,,
v_220,v_220,int,"akute Erkrankungen (z.B. Akutes Koronarsyndrom, Stroke, Reanimation)",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_221,v_221,int,chronische Erkrankungen (z.B. Belassung von Pflegepatient:innen),,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_225,v_225,int,in folgenden Situationen:,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_226,v_226,varchar,in folgenden Situationen:,,,,,,,
v_222,v_222,int,weiß nicht,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_223,v_223,int,Ich wünsche mir keine telemedizinische Unterstützung.,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Was erwarten Sie sich von telemedizinischer Unterstützung im Rettungswesen? (q_10630368 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alles Zutreffende an.,,,,,,,,,,
v_227,v_227,int,medizinisches Wissen,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_228,v_228,int,Entscheidungskompetenz,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_229,v_229,int,organisatorische Kompetenz,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_232,v_232,int,"anderes, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_233,v_233,varchar,"anderes, und zwar:",,,,,,,
v_234,v_234,int,weiß nicht,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_301,v_301,int,Ich wünsche mir keine telemedizinische Unterstützung.,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Welches Kompetenz-Level würden Sie sich von der telemedizinischen Unterstützung erwarten? (q_10630370 - Typ 121),,,,,,,,,,
Bitte kreuzen Sie alles Zutreffende an.,,,,,,,,,,
v_235,v_235,int,Notfallsanitäter:in mit Erfahrung,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_236,v_236,int,Lehrsanitäter:in,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_237,v_237,int,Notärzt:in,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_238,v_238,int,"Fachärzt:in (z.B. Kardiologie, Neurologie, Pädiatrie, …)",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_240,v_240,int,"anderes, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_241,v_241,varchar,"anderes, und zwar:",,,,,,,
v_242,v_242,int,weiß nicht,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_302,v_302,int,Ich wünsche mir keine telemedizinische Unterstützung.,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
9,Standardseite (PGID 5803142),,,,,,,,,
,,,,,,,,,,
Würden Sie sich telemedizinische Unterstützung nur auf Anfrage der Rettungsmannschaft wünschen? (q_10630380 - Typ 311),,,,,,,,,,
v_243,v_243,int,,,,,,,,
,,1,"ja, auf jeden Fall",,,,,,,
,,2,"ja, wahrscheinlich schon",,,,,,,
,,3,"nein, eher nicht",,,,,,,
,,4,"nein, auf keinen Fall",,,,,,,
,,5,weiß nicht,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Würden Sie sich telemedizinische Unterstützung auch routinemäßig (je nach Berufungsdiagnose) wünschen? (q_10630382 - Typ 311),,,,,,,,,,
v_246,v_246,int,,,,,,,,
,,1,"ja, auf jeden Fall",,,,,,,
,,2,"ja, wahrscheinlich schon",,,,,,,
,,3,"nein, eher nicht",,,,,,,
,,4,"nein, auf keinen Fall",,,,,,,
,,5,weiß nicht,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Welche technische Unterstützung würden Sie sich wünschen? (q_10630390 - Typ 121),,,,,,,,,,
v_247,v_247,int,Audiotelefonie,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_248,v_248,int,Videotelefonie,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_249,v_249,int,"Datenübertragung (z.B. EKG, Ultraschall, Fotos)",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10,Filter (PGID 5812215),,,,,,,,,
,,,,,,,,,,
Filter,(v_289 = '1'),,,,,,,,,
 ,v_289 Ärzt:in,Was ist Ihre Tätigkeit im Rettungswesen? - Ärzt:in,gleich,1,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10.1,Standardseite (PGID 5803251),,,,,,,,,
,,,,,,,,,,
In welcher Funktion genau sind Sie im Rettungswesen tätig? (q_10645024 - Typ 111),,,,,,,,,,
v_298,v_298,int,Arzt Funktion,,,,,,,
,,1,Notärzt:in,,,,,,,
,,2,Ärztebereitschaftsdienst,,,,,,,
,,6,"Andere Funktion, und zwar",,,,,,,
v_299,v_299,varchar,"Andere Funktion, und zwar",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
"Könnten Sie sich vorstellen, als Ärzt:in telemedizinische Unterstützung im Rettungswesen durchzuführen? (q_10630429 - Typ 111)",,,,,,,,,,
v_251,v_251,int,durchführen,,,,,,,
,,1,ja,,,,,,,
,,2,nein,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10.1.1,Filter (PGID 5803264),,,,,,,,,
,,,,,,,,,,
Filter,(v_251 = '1'),,,,,,,,,
 ,v_251 durchführen,"Könnten Sie sich vorstellen, als Ärzt:in telemedizinische Unterstützung im Rettungswesen durchzuführen? - durchführen",gleich,1,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10.1.1.1,Standardfrage (PGID 5803265),,,,,,,,,
,,,,,,,,,,
"Für welche Berufsgruppe könnten Sie sich vorstellen, telemedizinische Unterstützung im Rettungswesen anzubieten? (q_10630440 - Typ 121)",,,,,,,,,,
Bitte kreuzen Sie alle Zutreffendenan.,,,,,,,,,,
v_252,v_252,int,"Sanitäter:innen (Rettungs-, Notfallsanitäter:innen)",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_253,v_253,int,Notärzt:innen,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_254,v_254,int,Ärztebereitschaftsdienst,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_255,v_255,int,Allgemeinmediziner:innen (z.B. auf Hausbesuchen),,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_257,v_257,int,"Für andere Berufsgruppen, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_258,v_258,varchar,"Für andere Berufsgruppen, und zwar:",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
"Für welche Situationen könnten Sie sich vorstellen, telemedizinische Unterstützung anzubieten? (q_10630445 - Typ 121)",,,,,,,,,,
Bitte kreuzen Sie alle Zutreffenden an.,,,,,,,,,,
v_259,v_259,int,Beratung/Transportentscheidung bei Einsätzen,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_260,v_260,int,Anamnese mit Patient:innen via Telefon/Videochat,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_261,v_261,int,Interpretation von Point-of-care Diagnostik,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_262,v_262,int,EKG,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_263,v_263,int,Ultraschall,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_264,v_264,int,Einfache Labordiagnostik,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_265,v_265,int,"Für andere Situationen, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_266,v_266,varchar,"Für andere Situationen, und zwar:",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10.1.2,Filter (PGID 5803288),,,,,,,,,
,,,,,,,,,,
Filter,(v_251 = '2'),,,,,,,,,
 ,v_251 durchführen,"Könnten Sie sich vorstellen, als Ärzt:in telemedizinische Unterstützung im Rettungswesen durchzuführen? - durchführen",gleich,2,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
10.1.2.1,Standardfrage (PGID 5803289),,,,,,,,,
,,,,,,,,,,
"Warum könnten Sie sich NICHT vorstellen, telemedizinische Unterstützung im Rettungswesen durchzuführen? (q_10630458 - Typ 121)",,,,,,,,,,
Bitte kreuzen Sie alles Zutreffenden an.,,,,,,,,,,
v_267,v_267,int,Konzept ist nicht sinnvoll,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_268,v_268,int,Aufgabe ist nicht ansprechend,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_269,v_269,int,rechtliche Bedenken,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_270,v_270,int,direkter Kontakt mit Patient:innen fehlt,,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_272,v_272,int,"andere Gründe, und zwar:",,,,,,,
,,0,not quoted,,,,,,,
,,1,quoted,,,,,,,
v_273,v_273,varchar,"andere Gründe, und zwar:",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
11,Standardseite (PGID 5803327),,,,,,,,,
,,,,,,,,,,
"Gibt es abschließend noch etwas, was Sie uns über Telemedizin im Rettungswesen gerne mitteilen wollen? (q_10630495 - Typ 142)",,,,,,,,,,
v_274,v_274,blob,Sonst so,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
Bitte geben Sie Ihr Geschlecht an. (q_10630504 - Typ 111),,,,,,,,,,
v_275,v_275,int,Geschlecht,,,,,,,
,,1,männlich,,,,,,,
,,2,weiblich,,,,,,,
,,3,divers,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
In welchem Jahr wurden Sie geboren? (q_10630534 - Typ 111),,,,,,,,,,
v_276,v_276,int,Geburtsjahr,,,,,,,
,,6,Bitte geben Sie Ihr Geburtsjahr an:,,,,,,,
v_277,v_277,varchar (mit Typencheck: Ganzzahl),Bitte geben Sie Ihr Geburtsjahr an:,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
12,Standardseite (PGID 5803445),,,,,,,,,
,,,,,,,,,,
"Haben Sie vielleicht Interesse, die Ergebnisse dieser Umfrage und den Einsatz von Telemedizin überhaupt gemeinsam mit anderen Mitarbeiter:innen aus dem Rettungswesen im Burgenland in einer Kleingruppe zu diskutieren? Nur so können wir Telemedizin im Burgenland gemeinsam gestalten. (q_10630573 - Typ 111)",,,,,,,,,,
"Die Kleingruppen-Diskussion wird online stattfinden und maximal 2 Stunden dauern. Selbstverständlich werden Sie für Ihren Aufwand mit einem Honorar entschädigt. Der Termin für die Kleingruppen-Diskussion wird mit allen Interessierten noch vereinbart. Es ist natürlich gar kein Problem, wenn Sie dann doch keine Zeit haben, an der Kleingruppen-Diskussion teilzunehmen.",,,,,,,,,,
v_278,v_278,int,Kleingruppendiskussion,,,,,,,
,,1,"Ja, ich habe prinzipiell Interesse, in einer Kleingruppe das Thema „Telemedizin im Rettungsdienst“ zu diskutieren.",,,,,,,
,,2,"Nein, ich habe kein Interesse, in einer Kleingruppe das Thema „Telemedizin im Rettungsdienst“ zu diskutieren.",,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
13,Filter (PGID 5803449),,,,,,,,,
,,,,,,,,,,
Filter,(v_278 = '1'),,,,,,,,,
 ,v_278 Kleingruppendiskussion,"Haben Sie vielleicht Interesse, die Ergebnisse dieser Umfrage und den Einsatz von Telemedizin überhaupt gemeinsam mit anderen Mitarbeiter:innen aus dem Rettungswesen im Burgenland in einer Kleingruppe zu diskutieren? Nur so können wir Telemedizin im Burgenland gemeinsam gestalten. - Kleingruppendiskussion",gleich,1,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
13.1,Standardseite (PGID 5803450),,,,,,,,,
,,,,,,,,,,
"Herzlichen Dank für ihr Interesse, in einer Kleingruppe das Thema „Telemedizin im Rettungsdienst“ zu diskutieren. Damit wir mit Ihnen einen Termin für die Kleingruppen-Diskussion vereinbaren können, hinterlassen Sie uns bitte hier Ihre Telefonnummer und/oder Email-Adresse.  (q_10630608 - Typ 111)",,,,,,,,,,
Das Studienteam wird mit Ihnen bis Anfang Juli Kontakt aufnehmen. Bei Rückfragen können Sie sich gerne jederzeit an Christina Hafner (office@tele-notarzt.at) wenden.,,,,,,,,,,
v_279,v_279,int,Kontakt,,,,,,,
,,1,Telefonnummer:,,,,,,,
,,2,Email-Adresse:,,,,,,,
v_280,v_280,varchar (mit Typencheck: Ganzzahl),Telefonnummer:,,,,,,,
v_281,v_281,varchar (mit Typencheck: E-Mail-Adresse),Email-Adresse:,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
